Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/12/2022,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),Latest Reported Industry Type (sectors),2021 Total reported direct emissions,2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
1005155,110071160146,COLONIE - TOWN LANDFILL,Cohoes,NY,12047,4 Arrowhead Lane,ALBANY COUNTY,42.80,-73.73,562212,"C,HH",Waste,32749.35,27980.75,24934.548,23065.198,24460.75,30841.3,32496.5,25363.398,28720.4,34197.7,29181.5
1004581,110071159208,COLORADO STATE UNIVERSITY,FORT COLLINS,CO,80523,6030 Campus Delivery,LARIMER COUNTY,40.57,-105.09,611310,C,Other,43819.382,45771.476,50999.408,51268.808,44415.684,42532.44,42745.188,46485.624,46556.976,42610.944,47464.626
1001078,110041886144,COLSTRIP ENERGY LTD PARTNERSHIP,COLSTRIP,MT,59323,18 Snider Subdivision Road,ROSEBUD COUNTY,45.98,-106.66,221112,C,Power Plants,491021.234,373440.012,380050.204,414892.148,313010.6,523594.314,476128.724,421697.17,442892.99,430349.242,373902.238
1004691,110012694557,COLTON SANITARY LANDFILL,COLTON,CA,92324,850 TROPICANA RANCH ROAD,SAN BERNARDINO COUNTY,34.05,-117.34,562212,HH,Waste,21143.75,26442.5,20905.25,86170,107736.75,99138,39001.5,34083.25,32472.5,68243.75,59584.5
1004735,110011868354,"COLUMBIA FALLS ALUMINUM COMPANY, LLC",COLUMBIA FALLS,MT,59912,2000 ALUMINUM DRIVE,FLATHEAD,48.39,-114.13,331312,"C,F,TT","Metals,Waste",,,,,,,3320.65,3682.948,3415.348,3473.548,3524.298
1004031,110000857993,COLUMBIA GAS CEREDO COMPRESSOR STATION,HUNTINGTON,WV,25704,1664 WALKERS BRANCH ROAD,WAYNE COUNTY,38.37,-82.55,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,69047.548,31770.24,23668.92,17064.546,33847.382,54910.378,37453.208,10795.676,26333.122,42789.56,54462.16
1004161,110007398280,COLUMBIA GAS FILES CREEK COMPRESSOR STATION,BEVERLY,WV,26253,SECONDARY ROUTE 37/8,RANDOLPH COUNTY,38.82,-79.84,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,70590.404,65275.058,63975.28,39078.156,30037.444,37933.18,21923.836,40051.172,45291.808,43518.212,43249.804
1004153,110000815538,COLUMBIA GAS TRANS CORP CRAWFORD COMPRESSOR STATION,SUGAR GROVE,OH,43155,6175 OLD LOGAN ROAD,FAIRFIELD COUNTY,39.63,-82.55,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,25572.066,28757.114,25175.868,25903.868,53716.086,15058.32,18197.17,22557.208,66381.716,53330.548,51107.88
1004035,110013966743,COLUMBIA GAS TRANS LLC SALISBURY COMP STA,SALISBURY,PA,15558,138 COLUMBIA DR,SOMERSET COUNTY,39.72,-79.01,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,18208.114,11116.266,29008.59,12232.41,19540.904,23333.604,38536.084,,,,
1006755,110070081956,COLUMBIA GAS TRANSMISSION FRAMETOWN,FRAMETOWN,WV,26623,Rt. 1 Box 128 Rosedale,BRAXTON COUNTY,38.66,-80.86,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,6402.746,3134.792,7930.14,2353.3,2037.55,3499.39,18693.446,16279.45,26740.356,22805.278,24560.264
1009269,110059915917,COLUMBIA GAS TRANSMISSION LLC ARTEMAS COMPRESSOR STATION,ARTEMAS,PA,17211,210 HARRISBURG PIKE,BEDFORD COUNTY,39.73,-78.42,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,27921.752,,,,,,,,,,
1008360,110070930973,COLUMBIA GAS TRANSMISSION LLC COCO COMPRESSOR STATION,ELKVIEW,WV,25071,1982 COCO ROAD,KANAWHA COUNTY,38.40,-81.42,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,16823.898,25225.07,,,,,,,,,
1008303,,COLUMBIA GAS TRANSMISSION LLC LUCAS COMPRESSOR STATION,LUCAS,OH,44843,4307 STATE RT. 39,,40.71,-82.36,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,27339.906,27269.776,,,,,,,,,
1008304,,COLUMBIA GAS TRANSMISSION LLC WAYNESBURG COMPRESSOR STATION,WAYNESBURG,PA,15370,4360 WEST ROY FURMAN HIGHWAY,,39.86,-80.17,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,28442.014,25154.916,28527.16,25180.958,27007.556,27575.26,28189.218,25520.172,26336.524,27405.11,26637.412
1004168,110043786631,COLUMBIA GULF TRANSMISSION CO - DELHI COMPRESSOR STATION,DELHI,LA,71232,7179 STATE HWY 17,RICHLAND PARISH,32.41,-91.49,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,159954.18,146218.674,113692,83065.452,23996.416,37771.71,20741.734,24284.472,26649.578,29515.614,62116.796
1004358,110000846461,COLUMBIA GULF TRANSMISSION CO. Clementsville CS,LIBERTY,KY,42539,170 JACKIE HOLLOW RD,CASEY COUNTY,37.31,-85.06,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,128151.238,119950.362,85037.196,74272.332,29404.148,26994.52,40458.27,28018.104,43823.754,66550.312,77560.376
1004360,110000842090,COLUMBIA GULF TRANSMISSION COMPANY HAMPSHIRE CS,HAMPSHIRE,TN,38461,4077 BOOKER FARM ROAD,MAURY COUNTY,35.64,-87.26,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,96025.582,112139.776,80760.904,61291.912,10974.316,87128.828,38016.472,12524.712,34296.152,62184.89,86301.394
1007394,110000794427,COLUMBIA GULF TRANSMISSION LLC - RAYNE COMPRESSOR STATION,RAYNE,LA,70578,5799 CHURCH POINT HIGHWAY,ACADIA PARISH,30.32,-92.27,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,100403.156,110669.472,67671.984,73079.796,53392.22,44562.976,56451.774,37133.832,36268.904,35079.394,35224.694
1004169,110001864448,COLUMBIA GULF TRANSMISSION LLC HARTSVILLE CS,HARTSVILLE,TN,37074,5422 GREEN GROVE ROAD,MACON COUNTY,36.46,-86.18,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,107295.864,119073.31,75095.886,51428.31,,6624.188,4333.942,5098.936,13232.66,35786.076,79858.87
1004361,110000881662,COLUMBIA GULF TRANSMISSION LLC STANTON CS,STANTON,KY,40380,3066 MORRIS CREEK ROAD,POWELL COUNTY,37.89,-83.86,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,58173.058,49569.472,36713.392,30790.64,9261.168,29608.414,37864.716,14320.754,27360.366,54479.962,63087.574
1004170,110008508800,"COLUMBIA GULF TRANSMISSION LLC, INVERNESS COMPRESSOR STATION",INVERNESS,MS,38753,4161 FOUR MILE ROAD,SUNFLOWER COUNTY,33.36,-90.57,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,126390.5,108815.198,60967.544,28140.85,,7588.148,7300.984,9937.768,15884.406,41290.522,91234.716
1004167,110071160100,"COLUMBIA GULF TRANSMISSION, BANNER COMPRESSOR STATION",WATER VALLEY,MS,38965,82 COUNTY ROAD,YALOBUSHA COUNTY,34.11,-89.66,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,120282.932,129290.484,82678.516,69679.966,10857.164,28484.508,12044.02,19275.942,40944.924,69307.91,113977.438
1004359,110000799486,"COLUMBIA GULF TRANSMISSION, CORINTH COMPRESSOR STATION",CORINTH,MS,38834,3659 COUNTY ROAD,ALCORN COUNTY,34.96,-88.42,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,46969.108,44746.292,,,,10357.05,4316.292,9396.52,17800.052,39812.074,76647.476
1003969,110001467449,COLUMBIA SANITARY LANDFILL,COLUMBIA,MO,65202,5700 PEABODY ROAD,BOONE COUNTY,39.02,-92.25,562212,"C,HH",Waste,35985.078,37955.74,29809.218,30873.658,38409.508,44855.958,47221.554,47406.012,54268.714,66882.648,51053.21
1002399,110001600580,COLUMBIA UNIVERSITY-410 W 118TH ST,NEW YORK,NY,10027,410 WEST 118TH STREET,NEW YORK COUNTY,40.81,-73.96,611310,C,Other,48501.26,66138.644,73122.396,69252.238,63126.086,60473.924,46840.93,74779.758,64086.052,58895.066,76380.262
1005114,110000449337,COLUMBIAN CHEMICALS CO - NORTH BEND PLANT,CENTERVILLE,LA,70522,370 COLUMBIAN CHEMICALS LN,ST. MARY PARISH,29.68,-91.46,325180,"C,X",Chemicals,266382.176,269913.992,320489.112,210572.584,249377.284,187932.552,248079.464,259239.076,290511.004,270919.032,284054.788
1003959,110014013824,COLUMBUS SCHATULGA ROAD SANITARY LF,COLUMBUS,GA,31907,7143 SACERDOTE LN,MUSCOGEE COUNTY,32.50,-84.87,562212,HH,Waste,31523,38647,26718.25,23582.75,24320.5,17152.5,21833.75,32923.75,37116,58875.75,61180.5
1004413,110034159693,COMM ENV SYS LDFL,HEGINS,PA,17938,99 COMMONWEALTH ROAD,SCHUYLKILL,40.67,-76.38,562212,"C,HH",Waste,,,,,,,,454.35,575.448,1511.144,1260.096
1004162,110041117788,COMM REFUSE SVC INC/CUMBERLAND CNTY LDFL,SHIPPENSBURG,PA,17257,135 VAUGHN RD,CUMBERLAND COUNTY,40.13,-77.50,562212,"C,HH",Waste,63519.596,80224.246,90354.648,55506.798,46348.998,73211.5,50575.048,23927.098,127505.848,87357.598,99345.5
1003182,110009554099,COMMERCE REFUSE TO ENERGY FACILITY,CITY OF COMMERCE,CA,90040,5926 SHEILA ST,LOS ANGELES COUNTY,33.99,-118.15,562213,C,Waste,,,,21386.21,50394.948,58221.156,59940.724,56759.12,63276.176,52467.188,53854.912
1005507,110017385159,COMMERCIAL BRICK,WEWOKA,OK,74884,OLD HIGHWAY 270,SEMINOLE COUNTY,35.18,-96.55,327120,C,Minerals,26487.436,26493.598,25610.704,26760.59,26638.346,23210.07,26787.644,29078.43,25595.596,,
1005115,110022523045,COMMONWEALTH AGRI-ENERGY LLC,HOPKINSVILLE,KY,42240,4895 PEMBROKE RD,CHRISTIAN COUNTY,36.81,-87.41,325193,C,Other,67182.448,63620.06,62902.564,53796.648,50466.56,49042.216,52287.704,51157.708,53377.9,49190.964,55675.34
1005208,110008069954,COMMONWEALTH PLYWOOD INC,WHITEHALL,NY,12887,10070 State Route 4,WASHINGTON,43.55,-73.38,321211,C,Other,,,,,,,,,,,209.846
1004797,110001262972,COMMUNITY ECO PITTSFIELD LLC,PITTSFIELD,MA,01201,500 HUBBARD AVENUE,BERKSHIRE COUNTY,42.47,-73.19,562213,C,Waste,28212.016,17101.538,19525.082,26715.804,28019.306,30995.358,26892.7,27830.348,27109.348,26220.598,23571.248
1004865,110011136653,COMMUNITY ECO SPRINGFIELD LLC,AGAWAM,MA,01001,188 M ST,HAMPDEN COUNTY,42.09,-72.59,562213,C,Waste,37366.812,6836.658,17588.572,32053.728,44428.548,39969.78,26028.15,43534.502,27605.188,33785.664,25112.994
1000781,110019644679,CON ED-EAST 60TH STREET STEAM PLANT,MANHATTAN,NY,10022,514 EAST 60TH STREET,NEW YORK COUNTY,40.76,-73.96,221330,C,Power Plants,50637.26,46181.176,70777.884,112792.076,100345.22,116696.76,136345.936,158933.494,174569.992,204689.428,221298.616
1003566,110002373191,CONCORD TURNPIKE REGIONAL LANDFILL,LYNCHBURG,VA,24506,2525 CONCORD TURNPIKE,LYNCHBURG CITY,37.39,-79.11,562212,"C,HH",Waste,67213.8,63148.3,65437.2,69909.35,65815.4,62669.7,92523.05,112843,155525.1,19194.1,34622
1002556,110010971984,CONESTOGA LANDFILL,MORGANTOWN,PA,19543,420 Quarry Road,CHESTER COUNTY,40.12,-75.90,562212,"C,HH",Waste,117413.898,119037.198,134996.198,107652.196,183490.25,185753.4,143101.4,143434.648,162486,207967,236645.8
1006289,110009377897,CONGRESS DEVELOPMENT CO LANDFILL,HILLSIDE,IL,60162,4100 W FRONTAGE RD,COOK COUNTY,41.87,-87.89,562212,"C,HH",Waste,8328.894,8175.746,5341.298,5205.346,5281.448,5746.998,6459.148,8381.398,8839.138,10880.2,11372.2
1004849,110000503107,CONROE NATURAL GAS PROCESSING PLANT,CONROE,TX,77302,13722 FM 3083,MONTGOMERY,30.28,-95.37,211112,"C,W-PROC",Petroleum and Natural Gas Systems,,,,,,29927.454,48157.176,180585.386,78247.472,31593.38,25155.556
1013900,,CONSOL Energy Itmann #5,Itmann,WV,24847,1201 Still Run,,37.57,-81.42,212112,FF,Other,3417.25,1773.5,,,,,,,,,
1005350,110007334358,CONSOL PA COAL CO LLC/BAILEY PREP PLT,WEST FINLEY,PA,15377,320 ENON CHURCH RD,GREENE COUNTY,39.97,-80.42,212112,C,Other,,,,,,,,,0,22845.374,82584.344
1002358,110000425692,CONSOLIDATE PRECISION PRODUCTS - MINNEAPOLIS OPERATION,BLOOMINGTON,MN,55420,8701 HARRIET AVE. S.,HENNEPIN COUNTY,44.85,-93.29,331524,"C,T",Metals,25235.902,20601.012,38629.668,23342.09,19374.392,16078.662,20736.121,31748.07,22169.6,20937.441,152282.832
1006220,110002020651,CONSTELLATION POWER SOURCE GENERATION - NOTCH CLIFF,GLEN ARM,MD,21057,10650      HARFORD ROAD,BALTIMORE COUNTY,39.42,-76.51,221112,C,Power Plants,,4324.684,32386.476,22796.064,14108.448,29095.54,20827.972,7120.024,16429.036,13197.1,19069.276
1004329,110000369798,CONTINENTAL CARBON Phenix City Plant,PHENIX CITY,AL,36869,1500 EAST STATE DOCKS ROAD,RUSSELL COUNTY,32.43,-84.97,325180,"C,X",Chemicals,164020.244,144384.556,165244.116,181748.884,161861.124,175472.832,178854.672,174201.532,154089.532,187465.476,173401.072
1006287,110000455766,CONTINENTAL CARBON Ponca City Plant,PONCA CITY,OK,74601,1006 EAST OAKLAND AVENUE,KAY COUNTY,36.67,-97.07,325180,"C,X",Chemicals,294734.884,191992.228,290459.32,276690.688,232567.448,204188.6,212986.032,265180.984,235937.344,270902.504,256965.864
1004071,110000465728,CONTINENTAL CARBON Sunray Plant,SUNRAY,TX,79086,11702 CARBON BLACK ROAD,MOORE COUNTY,35.98,-101.89,325180,"C,X",Chemicals,149183.436,147106.58,168358.332,197853.628,159860.928,139486.936,116561.588,120564.58,136832.032,159051.484,150588.784
1005987,110000595981,CONTINENTAL CEMENT COMPANY LLC,HANNIBAL,MO,63401,10107 HWY 79 SOUTH,RALLS COUNTY,39.68,-91.31,327310,"C,H",Minerals,681271.998,623562.106,768152.626,739982.392,827917.542,874850.57,777575.188,816898.888,746494.54,733305.444,680916.78
1003306,110070081859,CONTINENTAL REFINING COMPANY LLC,SOMERSET,KY,42501,300 REFINERY ROAD,PULASKI COUNTY,37.07,-84.62,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",,,,2366.272,735.246,9923.47,15451.824,16176.308,15920.192,296.45,143.8
1003416,110043806101,"CONTINENTAL TIRE the AMERICAS, LLC",MOUNT VERNON,IL,62864,11525 NORTH ILLINOIS HIGHWAY 142,JEFFERSON COUNTY,38.29,-88.89,326211,C,Other,65869.252,63027.364,74361.22,80463.63,73564.224,65391.804,64579.656,66731.248,70757.284,72617.3,62715.77
1005955,110071162384,CONTRA COSTA SANITARY LANDFILL,ANTIOCH,CA,94509,,CONTRA COSTA COUNTY,37.99,-121.85,562212,HH,Waste,,16914.75,18676.75,19434.5,20294.25,16846.25,17189,21527,24617.5,41673.75,47850
1004630,110000597337,CONVENT REFINERY,CONVENT,LA,70723,10700 La. 44,ST. JAMES PARISH,30.11,-90.90,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",162269.844,1936890.492,2301470.774,2165013.326,2370044.356,2371144.89,2271203.39,2089138.362,1985610.716,2044250.214,2362407.482
1004220,110000395625,COOPER TIRE AND RUBBER CO *,FINDLAY,OH,45840,701 LIMA AVE.,HANCOCK COUNTY,41.03,-83.66,326211,C,Other,45788.528,42815.688,48183.068,30512.636,25322.904,28580.992,28317.044,27060.648,24993,25467,27173
1002997,110000458095,COOPER TIRE COMPANY,TEXARKANA,AR,71854,3500 WASHINGTON RD.,MILLER COUNTY,33.42,-94.00,326211,C,Other,41974.792,36305.764,37822.408,35270.968,34335.52,35771.61,36394.512,35320.668,32215,34308,31472
1003706,110000375889,"COOPER TIRE COMPANY, THE",TUPELO,MS,38804,1804 SOUTH GREEN STREET,LEE COUNTY,34.23,-88.71,326211,C,Other,31523.532,28970.34,28061.144,28757.092,29215.84,30721.684,31314.332,29618.688,28079,29783,29240
1012115,,COP Tract 729 Compressor Station,Jersey Shore,PA,17740,2464 Moore Road Extension,,41.23,-77.26,211111,C,Petroleum and Natural Gas Systems,,,,,,,28908.692,,,,
1007963,110041015120,COPPER MOUNTAIN LANDFILL,WELLTON,AZ,85356,34853 E COUNTY 12TH ST.,YUMA COUNTY,32.65,-114.04,562212,"C,HH",Waste,12045.798,26915.25,116563,111401.75,107177.5,122299,119308.25,116239,112037.5,109933.5172,111634.3934
1004974,110071160685,COPPER VALLEY ELECTRIC ASSOC (CoGen),Valdez,AK,99686,,VALDEZ-CORDOVA CENSUS AREA,61.08,-146.30,221112,C,Power Plants,24325.322,18232.28,16764.306,16006.018,20272.194,16636.558,19623.956,19371.51,15646.274,26760.13,15952.72
1002138,110024286191,CORN LP,GOLDFIELD,IA,50542,1303 HIGHWAY 3 EAST,WRIGHT COUNTY,42.73,-93.91,325193,C,Other,94744.144,80432.748,81557.492,88561.116,95669.64,94580.844,87435.42,94415.444,139158.406,175514.322,174044.92
1002462,110041063274,CORNING DIESEL MANUFACTURING FACILITY,PAINTED POST,NY,14870,890 ADDISON RD,STEUBEN COUNTY,42.11,-77.16,327999,C,Minerals,108954.44,99019.128,110932.332,110597.184,89802.612,85093.28,105523.952,85094.08,63708.46,73260.624,96699.936
1006643,110002030230,CORNING INCORPORATED - BLACKSBURG PLANT,CHRISTIANSBURG,VA,24073,3050 N FRANKLIN ST,MONTGOMERY COUNTY,37.17,-80.42,327999,C,Minerals,30033.736,31657.78,29267.84,31765.88,30151.136,29692.388,29193.74,27048.848,29269.03,28986.25,29751.28
1000369,110013981637,CORONA DISPOSAL SITE,CORONA,CA,92879,1300 MAGNOLIA AVENUE,RIVERSIDE COUNTY,33.87,-117.54,562212,HH,Waste,,,,,,,,1197.5,2057.25,2566.75,2236.5
1003175,110028037363,"CORONA ENERGY PARTNERS, Ltd",Bakersfield,CA,93308,34759 Lencioni Ave,KERN COUNTY,35.45,-119.09,221112,C,Power Plants,,,,0,49239.464,68229.644,66790.648,62147.916,67038.048,70133.336,64327.308
1004224,110043793687,CORRALITOS REGIONAL LANDFILL,LAS CRUCES,NM,88005,14535 ROBERT LARSON BLVD,DONA ANA COUNTY,32.26,-107.03,562212,HH,Waste,34314,78286.75,74188.25,69935.5,66237,62239.5,58980,56006.5,52982.75,50112.5,46941
1003036,110071159609,CORTLAND COUNTY INTERIM II LANDFILL/WEST SIDE EXT,MCGRAW,NY,13101,,CORTLAND COUNTY,42.63,-76.07,562212,"C,HH",Waste,32292.8,31211.7,30748.15,30444.55,30633.8,30890.8,37137.1,37378.3,37482.7,37647.65,37827.2
1005885,110037541443,CORVETTE GAS PROCESSING PLANT,GRANBURY,TX,76049,8407 GODLEY RD,HOOD,32.45,-97.64,211112,"C,W-PROC",Petroleum and Natural Gas Systems,,,,,,,65941.456,98955.132,112680.658,99533.166,81796.658
1007579,110015830591,COSHOCTON LANDFILL INC *,COSHOCTON,OH,43812,19469 CO RD 7,COSHOCTON COUNTY,40.22,-81.83,562212,HH,Waste,18124,19187,20312.25,21503.75,22764.75,24094.75,21178.25,26919.25,27169.5,32818.83028,42656.61678
1003216,110010577768,COTTONWOOD HILLS LANDFILL,MARISSA,IL,62257,10400 HILLSTOWN ROAD,ST. CLAIR COUNTY,38.26,-89.78,562212,"C,HH",Waste,66838.65,51170.9,51104.9,52590.65,46634.9,49865.9,68241.65,65286.9,57653.942,48111.1817,57436.59
1004346,110001667651,COUNCIL ENERGY INC,ORANGEBURG,SC,29115,679 CANNON BRIDGE RD,ORANGEBURG COUNTY,33.47,-80.88,221330,C,Power Plants,,,,,,,,816.656,1326.32,1381.244,61297.428
1005899,110017866727,COUNTRYMARK REFINING & LOGISTICS LLC,MT VERNON,IN,47620,1200 REFINERY RD,POSEY COUNTY,37.93,-87.90,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",213874.214,207551.364,201935.556,203657.874,189223.62,216387.332,211330.954,203282.77,207040.944,183181.414,207253.836
1007992,110071161082,COUNTRYSIDE LANDFILL,GRAYSLAKE,IL,60030,31725 N RT 83,LAKE COUNTY,42.35,-88.04,562212,"C,HH",Waste,64162.146,78082.946,71828.396,75391.146,75093.396,85551.896,110197.146,122435.646,120599.546,127606.0426,118627.275
1007975,110034158685,COUNTY ENVIRONMENTAL LANDFILL OF CLARION,LEEPER,PA,16233,344 WALLEY RUN DRIVE,CLARION COUNTY,41.39,-79.29,562212,"C,HH",Waste,5846.15,8758.65,9369.9,6626.55,6565.95,4918.25,,,11768.6,20329.512,11858.9
1002555,110030738799,COUNTY ENVIRONMENTAL Landfill OF WYANDOT,CAREY,OH,43316,11164 COUNTY ROAD 4,WYANDOT COUNTY,40.91,-83.33,562212,"C,HH",Waste,27069.85,24593.5,20310,19018.6,24490.95,27772.05,25232.4,25040.55,35445.4,43585.4,43662.5
1007024,110001963117,COUNTY LINE LANDFILL,ARGOS,IN,46501,7922 NORTH OLD US HWY 31,FULTON COUNTY,41.17,-86.23,562212,"C,HH",Waste,89390.948,82070.848,67580.848,65863.4,66306.3,63967.15,76835.998,92291.898,113747.898,152751.698,112013.398
1008003,110009429877,COUNTYWIDE RECYCLING & DISPOSAL FACILITY,EAST SPARTA,OH,44626,3619 GRACEMONT STREET SW,STARK COUNTY,40.67,-81.42,562212,"C,HH",Waste,37795.2,33168.15,33705.9,39244.7,62367.35,60220.95,83015.9,102733.9,105176.8,93609.2,78430.2
1007631,110063648799,COURTNEY RIDGE LANDFILL,SUGAR CREEK,MO,64058,2001 N COURTNEY ROAD,JACKSON COUNTY,39.14,-94.40,562212,"C,HH",Waste,80442.45,106795.45,87270.1,93581.35,85590.8,83825.8,120015.2,101108,118744.6,156852.1,181663.3
1001813,110001888743,"COVANTA ALEXANDRIA/ARLINGTON, INC",ALEXANDRIA,VA,22304,5301 EISENHOWER AVENUE,ALEXANDRIA CITY,38.80,-77.13,562213,C,Waste,119283.354,94252.706,109571.128,132452.022,113105.99,127890.446,127284.422,121780.592,115434.462,115777.508,112938.088
1005870,110028041349,"COVANTA BABYLON, INC.",WEST BABYLON,NY,11704,125 GLEAM STREET,SUFFOLK COUNTY,40.73,-73.38,562213,C,Waste,93250.456,86224.342,91239.936,82115.916,85013.456,96148.028,90509.718,87740.308,85012.81,85213.534,83320.192
1005172,110063629239,"COVANTA BRISTOL, INC",BRISTOL,CT,06010,170 ENTERPRISE DRIVE,HARTFORD COUNTY,41.65,-72.91,562213,C,Waste,84853.224,78123.604,78066.5,74224.394,73013.688,80434.33,94551.544,75976.388,75693.15,73628.29,61282.268
1000293,110001351625,COVANTA ENERGY,INDIANAPOLIS,IN,46221,2320 S HARDING ST,MARION COUNTY,39.73,-86.19,562213,C,Waste,300441.904,341366.556,343961.24,376103.126,382440.108,426992.822,357446.962,383604.262,396952.348,317590.664,283755.888
1005179,110009023065,COVANTA HAVERHILL INC,HAVERHILL,MA,01835,100 RECOVERY WAY,ESSEX COUNTY,42.77,-71.12,562213,C,Waste,241167.654,245142.474,229666.104,246978.928,245683.922,250112.656,231695.644,238506.828,221348.426,219568.802,195719.124
1002398,110034162643,COVANTA HEMPSTEAD,WESTBURY,NY,11590,600 MERCHANTS CONCOURSE,NASSAU COUNTY,40.74,-73.59,562213,C,Waste,351950.54,348042.16,334354.032,368057.376,342992.862,313986.148,317063.9,342314.454,317499.89,328429.298,324093.026
1007914,110071046304,COVANTA HONOLULU RESOURCE RECOVERY VENTURE (H-POWER),KAPOLEI,HI,96707,91-174 HANUA ST,HONOLULU COUNTY,21.30,-158.11,562213,C,Waste,296714.306,279159.742,284525.42,264921.64,225553.232,268494.824,269209.842,289827.116,271000.196,213345.592,200504.638
1002400,110019785473,COVANTA HUNTINGTON,EAST NORTHPORT,NY,11731,99 TOWN LINE RD.,SUFFOLK COUNTY,40.88,-73.29,562213,C,Waste,125615.812,120042.556,120667.118,125606.81,113010.924,119689.834,128405.154,131872.01,117700.834,116575.24,119619.384
1003242,110005624832,COVANTA LAKE II INC,OKAHUMPKA,FL,34762,3830 ROGERS INDUSTRIAL PARK ROAD,LAKE COUNTY,28.74,-81.89,562213,C,Waste,65910.102,63303.618,64790.974,63058.612,59843.284,73062.71,70275.462,56275.734,61031.786,62077.294,63294.85
1001646,110001653434,"COVANTA MARION, INC",BROOKS,OR,97305,4850 BROOKLAKE ROAD NORTHEAST,MARION COUNTY,45.05,-122.96,562213,C,Waste,85696.514,82739.512,84581.254,79855.274,77776.218,75075.76,78242.896,82461.706,77115.128,75902.908,62192.974
1007884,110002478765,COVANTA PLYMOUTH RENEWABLE ENERGY LLC,CONSHOHOCKEN,PA,19428,1155 CONSHOHOCKEN ROAD,MONTGOMERY COUNTY,40.10,-75.31,562213,C,Waste,168004.076,177711.168,171651.064,156634.694,149506.12,152477.336,172473.638,144417.36,163421.71,162876.768,173515.302
1005171,110001731234,COVANTA RESOURCE RECOVERY FACILITY,WALLINGFORD,CT,06492,530 SOUTH CHERRY STREET,NEW HAVEN,41.44,-72.83,562213,C,Waste,,,,,,,8282.986,38631.59,54846.206,50997.522,42747.764
1001869,110015109470,COVANTA WARREN ENERGY RESOURCE CO,OXFORD,NJ,07863,218 MOUNT PISGAH ROAD,WARREN COUNTY,40.82,-75.01,562213,C,Waste,,,589.224,65702.026,64925.7,74685.848,70623.034,68009.096,64512.966,62258.912,58303.12
1005420,110001255150,COVE POINT LNG FACILITY,Lusby,MD,20657,2100 Cove Point Rd,CALVERT COUNTY,38.38,-76.41,486210,"C,W-LNGIE",Petroleum and Natural Gas Systems,1132190.326,1125388.18,1170412.776,993780.972,297306.638,183774.59,182647.166,177351.4,173917.108,170257.03,141714.334
1006827,110000608030,COVESTRO,Proctor,WV,26055,17595 Energy Road,WETZEL COUNTY,39.72,-80.83,325110,C,Chemicals,24816.306,25712.952,25122.254,26266.5,23564.26,26356.598,24088.258,26162.05,26911.744,24907.954,27772.942
1002709,110000374443,COVORO MINING SOLUTIONS LLC,MEMPHIS,TN,38127,2571 FITE ROAD,SHELBY COUNTY,35.27,-89.98,325180,C,Chemicals,35603.016,34135.072,37418.36,30211.636,37932.108,29359.84,27842.796,34682.92,38614.004,40259.648,32285.428
1005412,110005365050,COWLITZ COUNTY LANDFILL,LONGVIEW,WA,98632,85 TENNANT WAY,COWLITZ COUNTY,46.11,-122.91,562212,HH,Waste,15761.75,16136.75,,,,,4532.5,10826,19709,18321.75,20525.25
